station,date,decimal_year,mjd,e_mm,n_mm,u_mm,sig_e,sig_n,sig_u,e_vel_mmday,n_vel_mmday,u_vel_mmday,h_vel_mmday,zscore_e,zscore_n,zscore_u,anomaly_e,anomaly_n,anomaly_u,anomaly_any,risk_level,risk_score,lat,lon
MYVA,2006-09-01,2006.6667,53979,110.945,84.185,609.13,1.051,1.516,5.179,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,0,65.64232,343.108647
MYVA,2006-09-02,2006.6694,53980,112.646,81.191,606.826,0.907,1.253,4.322,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,0,65.64232,343.108647
MYVA,2006-09-03,2006.6721,53981,111.668,82.563,605.963,0.85,1.189,3.921,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,0,65.64232,343.108647
MYVA,2006-09-04,2006.6749,53982,112.198,82.528,596.613,1.245,1.656,5.638,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,0,65.64232,343.108647
MYVA,2006-09-05,2006.6776,53983,110.871,82.575,609.452,0.953,1.337,4.637,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,0,65.64232,343.108647
MYVA,2006-09-06,2006.6804,53984,112.041,83.389,605.135,0.841,1.197,4.07,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,0,65.64232,343.108647
MYVA,2006-09-07,2006.6831,53985,111.906,82.677,602.722,0.909,1.304,4.246,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,0,65.64232,343.108647
MYVA,2006-09-08,2006.6858,53986,112.111,84.63,614.879,0.85,1.146,3.82,0.0506,0.1556,0.3581,0.1636,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,2.4,65.64232,343.108647
MYVA,2006-09-09,2006.6886,53987,112.795,82.939,608.539,0.761,1.074,3.654,0.0423,0.2837,0.8402,0.2868,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,4.8,65.64232,343.108647
MYVA,2006-09-10,2006.6913,53988,112.475,81.6,608.782,0.867,1.189,4.116,0.1455,0.0091,1.1099,0.1458,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,4.5,65.64232,343.108647
MYVA,2006-09-11,2006.694,53989,111.877,81.906,602.979,0.9,1.273,4.25,0.0981,-0.1027,0.7569,0.142,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,3.4,65.64232,343.108647
MYVA,2006-09-12,2006.6968,53990,110.53,82.414,608.424,0.797,1.127,3.9,-0.0097,-0.1603,-0.073,0.1606,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,1.5,65.64232,343.108647
MYVA,2006-09-13,2006.6995,53991,111.034,84.517,602.363,0.842,1.212,3.995,-0.178,-0.0349,-0.3137,0.1814,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,2.4,65.64232,343.108647
MYVA,2006-09-14,2006.7023,53992,111.41,83.466,601.393,0.817,1.189,3.972,-0.1935,0.0439,-0.9289,0.1984,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,4.4,65.64232,343.108647
MYVA,2006-09-15,2006.705,53993,112.164,83.457,609.357,0.762,1.07,3.481,-0.1455,0.0438,-1.05,0.152,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,4.4,65.64232,343.108647
MYVA,2006-09-16,2006.7077,53994,110.886,82.199,606.452,0.751,1.053,3.506,-0.1883,0.1296,-0.2685,0.2286,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,2.6,65.64232,343.108647
MYVA,2006-09-17,2006.7105,53995,109.836,84.649,606.524,0.861,1.241,4.179,-0.2161,0.2963,0.0403,0.3667,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,3.1,65.64232,343.108647
MYVA,2006-09-18,2006.7132,53996,111.219,85.049,605.669,1.553,2.076,6.591,-0.0925,0.3121,0.3519,0.3255,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,3.7,65.64232,343.108647
MYVA,2006-09-19,2006.7159,53997,111.548,83.294,603.296,1.064,1.507,4.805,0.0244,0.1323,-0.0819,0.1345,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,1.3,65.64232,343.108647
MYVA,2006-09-20,2006.7187,53998,110.441,85.851,604.083,0.75,1.056,3.499,-0.0875,0.187,0.1258,0.2064,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,2.0,65.64232,343.108647
MYVA,2006-09-21,2006.7214,53999,109.609,83.971,606.021,0.758,1.053,3.517,-0.2125,0.2285,-0.0512,0.312,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,2.6,65.64232,343.108647
MYVA,2006-09-22,2006.7242,54000,108.263,82.863,605.008,0.755,1.063,3.639,-0.3756,0.078,-0.5035,0.3836,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,4.6,65.64232,343.108647
MYVA,2006-09-23,2006.7269,54001,109.447,83.54,603.485,0.835,1.14,3.903,-0.2842,-0.0026,-0.3155,0.2842,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,3.2,65.64232,343.108647
MYVA,2006-09-24,2006.7296,54002,110.387,81.19,604.619,1.051,1.603,5.219,-0.1868,-0.4158,-0.2045,0.4559,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,4.3,65.64232,343.108647
MYVA,2006-09-25,2006.7324,54003,108.752,83.061,596.651,0.807,1.157,3.713,-0.3262,-0.3866,-0.7062,0.5059,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,6.2,65.64232,343.108647
MYVA,2006-09-26,2006.7351,54004,109.706,82.963,604.078,0.86,1.217,3.973,-0.2122,-0.2849,-0.4454,0.3552,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,4.2,65.64232,343.108647
MYVA,2006-09-27,2006.7379,54005,109.278,84.035,604.021,0.788,1.118,3.704,-0.0625,-0.2322,-0.4058,0.2405,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,3.1,65.64232,343.108647
MYVA,2006-09-28,2006.7406,54006,108.916,83.067,611.63,0.779,1.092,3.627,-0.0075,-0.0039,0.335,0.0085,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,1.1,65.64232,343.108647
MYVA,2006-09-29,2006.7433,54007,109.557,83.355,609.581,0.766,1.073,3.462,0.048,0.1133,0.933,0.123,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,3.8,65.64232,343.108647
MYVA,2006-09-30,2006.7461,54008,108.244,83.504,601.087,1.913,2.497,9.107,-0.1489,0.1388,0.6298,0.2036,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NO,LOW,3.5,65.64232,343.108647
MYVA,2006-10-01,2006.7488,54009,109.942,83.522,601.794,1.349,1.866,6.191,-0.077,0.2232,0.3158,0.2361,0.621,0.28,0.952,NORMAL,NORMAL,NORMAL,NO,LOW,2.8,65.64232,343.108647
MYVA,2006-10-02,2006.7515,54010,110.038,83.882,605.217,0.886,1.205,4.281,0.0919,0.0862,0.4487,0.126,0.52,0.643,0.008,NORMAL,NORMAL,NORMAL,NO,LOW,2.4,65.64232,343.108647
MYVA,2006-10-03,2006.7543,54011,107.948,84.077,605.079,0.851,1.183,4.27,-0.0803,0.1018,-0.2978,0.1296,2.105,0.788,0.03,NORMAL,NORMAL,NORMAL,NO,LOW,1.9,65.64232,343.108647
MYVA,2006-10-04,2006.757,54012,110.697,83.134,603.655,0.779,1.113,3.727,0.098,0.0041,-0.5679,0.0981,0.135,0.205,0.391,NORMAL,NORMAL,NORMAL,NO,LOW,2.5,65.64232,343.108647
MYVA,2006-10-05,2006.7598,54013,110.0,83.577,604.758,0.776,1.098,3.758,0.1488,0.0541,-0.7421,0.1583,0.353,0.22,0.181,NORMAL,NORMAL,NORMAL,NO,LOW,3.5,65.64232,343.108647
MYVA,2006-10-06,2006.7625,54014,108.507,83.472,607.249,0.745,1.065,3.568,0.0191,0.0026,0.089,0.0193,1.466,0.081,0.58,NORMAL,NORMAL,NORMAL,NO,LOW,0.4,65.64232,343.108647
MYVA,2006-10-07,2006.7652,54015,109.468,83.418,602.32,0.875,1.2,4.081,0.048,-0.0323,0.3941,0.0578,0.641,0.023,0.861,NORMAL,NORMAL,NORMAL,NO,LOW,1.6,65.64232,343.108647
MYVA,2006-10-08,2006.768,54016,110.351,84.798,605.866,0.94,1.309,4.217,0.0118,0.0624,0.2575,0.0635,0.088,1.418,0.162,NORMAL,NORMAL,NORMAL,NO,LOW,1.3,65.64232,343.108647
MYVA,2006-10-09,2006.7707,54017,110.599,85.188,606.07,0.801,1.122,3.764,0.1281,0.1606,0.0999,0.2055,0.337,1.8,0.356,NORMAL,NORMAL,NORMAL,NO,LOW,1.9,65.64232,343.108647
MYVA,2006-10-10,2006.7734,54018,110.228,85.757,605.202,0.805,1.118,3.809,0.2081,0.3052,0.1349,0.3694,0.107,2.204,0.097,NORMAL,NORMAL,NORMAL,NO,LOW,3.4,65.64232,343.108647
MYVA,2006-10-11,2006.7762,54019,110.41,84.963,599.054,0.85,1.147,3.925,0.0749,0.3599,-0.3569,0.3676,0.355,1.275,2.015,NORMAL,NORMAL,NORMAL,NO,LOW,4.0,65.64232,343.108647
MYVA,2006-10-12,2006.7789,54020,111.897,85.952,611.641,0.837,1.2,3.872,0.3015,0.3748,0.1911,0.481,1.884,2.182,2.312,NORMAL,NORMAL,NORMAL,NO,LOW,4.4,65.64232,343.108647
MYVA,2007-02-27,2007.1567,54158,108.871,92.238,601.731,7.316,5.624,14.925,0.1726,0.894,-0.1586,0.9105,1.079,7.929,0.951,NORMAL,ANOMALY,NORMAL,YES,MEDIUM,27.8,65.64232,343.108647
MYVA,2007-02-28,2007.1595,54159,110.066,93.497,600.399,1.404,1.865,6.743,0.0103,1.3006,-0.2804,1.3006,0.104,5.105,1.353,NORMAL,ANOMALY,NORMAL,YES,MEDIUM,31.2,65.64232,343.108647
MYVA,2007-03-01,2007.1622,54160,110.29,94.547,604.41,0.954,1.377,4.649,-0.0676,1.5502,-0.433,1.5517,0.367,4.06,0.095,NORMAL,ANOMALY,NORMAL,YES,MEDIUM,33.7,65.64232,343.108647
MYVA,2007-03-02,2007.165,54161,111.368,93.627,600.563,0.756,1.05,3.676,0.0195,1.6061,-0.576,1.6062,1.595,2.871,1.271,NORMAL,NORMAL,NORMAL,NO,LOW,14.6,65.64232,343.108647
MYVA,2007-03-03,2007.1677,54162,111.241,94.39,606.327,0.731,1.049,3.604,0.0983,1.5571,-0.0905,1.5602,1.413,2.695,0.615,NORMAL,NORMAL,NORMAL,NO,LOW,12.8,65.64232,343.108647
MYVA,2007-03-04,2007.1704,54163,111.841,95.704,603.897,0.766,1.078,3.739,0.172,1.4595,0.0933,1.4696,1.92,2.689,0.142,NORMAL,NORMAL,NORMAL,NO,LOW,12.0,65.64232,343.108647
MYVA,2007-03-05,2007.1732,54164,112.262,95.283,606.511,0.885,1.299,4.483,0.262,1.0048,-0.1327,1.0384,2.245,2.238,0.696,NORMAL,NORMAL,NORMAL,NO,LOW,8.7,65.64232,343.108647
MYVA,2007-03-06,2007.1759,54165,112.369,95.705,612.131,0.997,1.451,4.77,0.4761,0.4456,1.2808,0.6521,2.23,2.097,2.412,NORMAL,NORMAL,NORMAL,NO,LOW,9.1,65.64232,343.108647
MYVA,2007-03-07,2007.1786,54166,111.586,94.45,606.83,1.171,1.607,5.737,0.2895,0.2231,1.179,0.3655,1.347,1.633,0.619,NORMAL,NORMAL,NORMAL,NO,LOW,6.5,65.64232,343.108647
MYVA,2007-03-08,2007.1814,54167,111.067,93.224,601.393,0.895,1.254,4.404,0.123,-0.0193,0.36,0.1245,0.823,1.259,0.942,NORMAL,NORMAL,NORMAL,NO,LOW,2.1,65.64232,343.108647
MYVA,2007-03-09,2007.1841,54168,109.842,93.606,627.334,0.823,1.159,4.005,-0.1454,-0.1109,2.1089,0.1828,0.29,1.251,6.403,NORMAL,NORMAL,ANOMALY,YES,MEDIUM,27.8,65.64232,343.108647
MYVA,2007-03-10,2007.1869,54169,114.087,91.69,604.156,0.887,1.217,4.262,0.0662,-0.4384,0.9682,0.4433,3.384,0.793,0.225,ANOMALY,NORMAL,NORMAL,YES,MEDIUM,26.5,65.64232,343.108647
MYVA,2007-03-11,2007.1896,54170,112.494,90.274,617.349,0.945,1.334,4.535,0.0666,-0.7559,1.4591,0.7589,1.618,0.456,2.218,NORMAL,NORMAL,NORMAL,NO,LOW,10.4,65.64232,343.108647
MYVA,2007-03-12,2007.1923,54171,113.428,93.141,610.203,0.848,1.207,4.156,0.1793,-0.5958,0.8316,0.6222,2.182,0.993,0.746,NORMAL,NORMAL,NORMAL,NO,LOW,7.5,65.64232,343.108647
MYVA,2007-03-13,2007.1951,54172,110.431,92.533,603.882,1.297,1.759,6.346,0.0496,-0.4704,-0.1927,0.473,0.09,0.805,0.422,NORMAL,NORMAL,NORMAL,NO,LOW,4.4,65.64232,343.108647
MYVA,2007-03-14,2007.1978,54173,111.104,92.645,599.989,0.85,1.215,4.252,0.0311,-0.225,-0.8767,0.2271,0.348,0.774,1.115,NORMAL,NORMAL,NORMAL,NO,LOW,4.4,65.64232,343.108647
MYVA,2007-03-15,2007.2005,54174,111.926,93.423,599.716,0.845,1.212,4.016,0.0273,0.0236,-1.8623,0.0361,0.886,0.882,1.091,NORMAL,NORMAL,NORMAL,NO,LOW,5.9,65.64232,343.108647
MYVA,2007-03-16,2007.2033,54175,111.69,92.945,602.539,0.881,1.324,4.445,-0.06,0.1255,-3.0258,0.1391,0.663,0.723,0.525,NORMAL,NORMAL,NORMAL,NO,LOW,10.2,65.64232,343.108647
MYVA,2007-03-17,2007.206,54176,110.097,92.15,600.874,0.773,1.128,3.716,-0.426,0.2087,-1.5759,0.4744,0.574,0.5,0.831,NORMAL,NORMAL,NORMAL,NO,LOW,8.5,65.64232,343.108647
MYVA,2007-03-18,2007.2088,54177,109.487,95.871,598.363,0.751,1.102,3.769,-0.3941,0.4314,-2.1887,0.5843,1.035,1.273,1.265,NORMAL,NORMAL,NORMAL,NO,LOW,11.2,65.64232,343.108647
MYVA,2007-03-19,2007.2115,54178,110.183,92.685,598.089,0.729,1.064,3.525,-0.3654,0.1373,-1.2728,0.3903,0.496,0.485,1.241,NORMAL,NORMAL,NORMAL,NO,LOW,6.9,65.64232,343.108647
MYVA,2007-03-20,2007.2142,54179,111.486,92.062,608.274,0.765,1.109,3.692,-0.073,0.0411,0.1848,0.0838,0.445,0.292,0.535,NORMAL,NORMAL,NORMAL,NO,LOW,1.2,65.64232,343.108647
MYVA,2007-03-21,2007.217,54180,111.718,94.489,604.073,0.767,1.156,3.871,-0.0361,0.1077,0.6609,0.1136,0.608,0.828,0.194,NORMAL,NORMAL,NORMAL,NO,LOW,2.9,65.64232,343.108647
MYVA,2007-03-22,2007.2197,54181,112.163,95.214,604.747,0.746,1.121,3.722,0.0793,0.2001,0.7716,0.2152,0.922,0.963,0.078,NORMAL,NORMAL,NORMAL,NO,LOW,4.0,65.64232,343.108647
MYVA,2007-03-23,2007.2225,54182,115.42,94.643,602.89,0.857,1.274,4.262,0.529,0.2671,0.585,0.5926,3.652,0.763,0.375,ANOMALY,NORMAL,NORMAL,YES,MEDIUM,26.5,65.64232,343.108647
MYVA,2007-03-24,2007.2252,54183,111.818,94.699,600.351,1.23,1.758,5.946,0.57,0.2585,0.4137,0.6259,0.356,0.742,0.804,NORMAL,NORMAL,NORMAL,NO,LOW,6.2,65.64232,343.108647
MYVA,2007-03-25,2007.2279,54184,110.341,92.199,600.798,0.824,1.23,4.15,0.3143,-0.0853,0.1533,0.3257,0.77,0.116,0.691,NORMAL,NORMAL,NORMAL,NO,LOW,3.1,65.64232,343.108647
MYVA,2007-03-26,2007.2307,54185,111.559,91.543,596.367,0.854,1.245,4.251,0.0889,-0.0863,-0.7435,0.1239,0.136,0.453,1.387,NORMAL,NORMAL,NORMAL,NO,LOW,3.2,65.64232,343.108647
MYVA,2007-03-27,2007.2334,54186,111.522,93.876,594.012,0.91,1.355,4.366,-0.1144,-0.1312,-1.8185,0.1741,0.077,0.369,1.676,NORMAL,NORMAL,NORMAL,NO,LOW,6.8,65.64232,343.108647
MYVA,2007-03-28,2007.2361,54187,112.373,92.077,590.846,0.847,1.214,4.166,-0.139,-0.4211,-1.9689,0.4435,0.691,0.623,2.085,NORMAL,NORMAL,NORMAL,NO,LOW,9.5,65.64232,343.108647
MYVA,2007-03-29,2007.2389,54188,113.782,92.258,589.958,0.726,1.046,3.484,-0.0425,-0.4363,-2.2285,0.4383,1.729,0.882,2.026,NORMAL,NORMAL,NORMAL,NO,LOW,10.2,65.64232,343.108647
MYVA,2007-03-30,2007.2416,54189,109.744,95.628,602.8,0.741,1.126,3.575,-0.284,-0.0398,-1.0096,0.2867,1.444,1.548,0.062,NORMAL,NORMAL,NORMAL,NO,LOW,5.3,65.64232,343.108647
MYVA,2007-03-31,2007.2444,54190,113.883,92.801,592.575,0.755,1.149,3.752,0.2261,0.0501,-0.7954,0.2315,1.708,0.522,1.501,NORMAL,NORMAL,NORMAL,NO,LOW,4.2,65.64232,343.108647
MYVA,2007-04-01,2007.2471,54191,109.281,93.904,585.836,1.494,2.219,7.48,0.0033,0.2817,-1.1693,0.2817,1.812,0.286,2.306,NORMAL,NORMAL,NORMAL,NO,LOW,5.8,65.64232,343.108647
MYVA,2007-04-02,2007.2498,54192,109.435,92.574,592.299,1.715,2.057,6.868,-0.3045,0.1536,-0.611,0.3411,1.568,0.648,1.265,NORMAL,NORMAL,NORMAL,NO,LOW,4.6,65.64232,343.108647
MYVA,2007-04-03,2007.2526,54193,109.793,92.04,590.567,0.918,1.279,4.382,-0.4304,-0.0983,-0.4695,0.4415,1.229,0.979,1.394,NORMAL,NORMAL,NORMAL,NO,LOW,4.9,65.64232,343.108647
MYVA,2007-04-15,2007.2854,54205,116.475,94.457,598.22,1.02,1.47,5.05,0.0386,0.0894,0.1955,0.0974,3.25,0.816,0.392,ANOMALY,NORMAL,NORMAL,YES,LOW,21.4,65.64232,343.108647
MYVA,2007-04-16,2007.2882,54206,113.118,93.859,594.737,0.793,1.149,3.848,0.2011,0.0207,0.1309,0.2021,0.817,0.416,0.776,NORMAL,NORMAL,NORMAL,NO,LOW,2.0,65.64232,343.108647
MYVA,2007-04-17,2007.2909,54207,112.958,94.756,586.817,1.107,1.649,5.494,0.4835,0.0037,-0.7816,0.4835,0.705,1.182,1.685,NORMAL,NORMAL,NORMAL,NO,LOW,6.2,65.64232,343.108647
MYVA,2007-04-20,2007.2991,54210,114.452,97.611,598.457,1.829,2.758,8.063,0.4774,0.5262,0.7267,0.7105,1.513,3.359,0.182,NORMAL,ANOMALY,NORMAL,YES,MEDIUM,27.9,65.64232,343.108647
MYVA,2007-04-22,2007.3046,54212,115.741,94.545,611.171,2.49,4.151,11.898,0.91,0.4431,2.3024,1.0122,2.103,0.762,1.326,NORMAL,NORMAL,NORMAL,NO,LOW,15.0,65.64232,343.108647
MYVA,2007-04-23,2007.3073,54213,113.125,94.676,593.037,1.123,1.674,5.356,0.5874,0.4476,1.2021,0.7385,0.549,0.82,0.885,NORMAL,NORMAL,NORMAL,NO,LOW,9.5,65.64232,343.108647
MYVA,2007-04-24,2007.3101,54214,114.894,96.45,595.816,0.928,1.289,4.154,0.3371,0.439,0.8544,0.5535,1.505,1.936,0.443,NORMAL,NORMAL,NORMAL,NO,LOW,7.0,65.64232,343.108647
MYVA,2007-04-25,2007.3128,54215,114.52,97.155,598.673,0.88,1.268,4.098,-0.0359,0.3397,0.4755,0.3416,1.223,2.321,0.063,NORMAL,NORMAL,NORMAL,NO,LOW,4.2,65.64232,343.108647
MYVA,2007-04-26,2007.3155,54216,113.842,96.326,583.15,3.422,4.665,15.891,0.138,0.3085,-0.5701,0.3379,0.845,1.546,2.483,NORMAL,NORMAL,NORMAL,NO,LOW,4.4,65.64232,343.108647
MYVA,2007-04-30,2007.3265,54220,117.379,91.275,605.304,5.325,8.307,18.096,0.3096,-0.2522,0.2162,0.3993,2.561,1.657,1.268,NORMAL,NORMAL,NORMAL,NO,LOW,3.8,65.64232,343.108647
MYVA,2007-05-01,2007.3292,54221,112.106,98.813,587.567,3.428,4.914,14.203,-0.0768,-0.0272,-1.5758,0.0815,0.168,2.883,1.501,NORMAL,NORMAL,NORMAL,NO,LOW,5.4,65.64232,343.108647
MYVA,2007-05-02,2007.332,54222,113.722,96.112,589.362,1.541,2.074,6.458,-0.1482,0.1821,-1.989,0.2348,0.569,1.049,1.127,NORMAL,NORMAL,NORMAL,NO,LOW,7.8,65.64232,343.108647
MYVA,2007-05-03,2007.3347,54223,114.15,99.624,588.699,3.051,5.22,15.198,-0.0285,0.3913,-0.8786,0.3923,0.732,2.813,1.152,NORMAL,NORMAL,NORMAL,NO,LOW,5.8,65.64232,343.108647
MYVA,2007-05-04,2007.3374,54224,107.49,92.533,591.719,4.273,6.569,11.308,-0.7061,-0.0974,-0.9244,0.7128,2.405,0.92,0.64,NORMAL,NORMAL,NORMAL,NO,LOW,8.5,65.64232,343.108647
MYVA,2007-05-09,2007.3511,54229,112.448,97.777,597.601,0.997,1.474,4.699,-0.6468,0.0921,-0.1509,0.6534,0.073,1.61,0.245,NORMAL,NORMAL,NORMAL,NO,LOW,5.7,65.64232,343.108647
MYVA,2007-05-10,2007.3539,54230,113.345,99.201,598.824,0.792,1.136,3.848,-0.4947,0.4441,0.988,0.6648,0.292,2.139,0.424,NORMAL,NORMAL,NORMAL,NO,LOW,8.3,65.64232,343.108647
MYVA,2007-05-11,2007.3566,54231,113.069,98.168,599.528,0.742,1.101,3.695,-0.4102,0.5726,0.5189,0.7043,0.142,1.486,0.603,NORMAL,NORMAL,NORMAL,NO,LOW,7.2,65.64232,343.108647
MYVA,2007-05-12,2007.3593,54232,114.471,99.285,600.087,0.71,1.043,3.532,0.1885,0.209,2.0801,0.2815,0.753,1.856,0.728,NORMAL,NORMAL,NORMAL,NO,LOW,8.5,65.64232,343.108647
MYVA,2007-05-13,2007.3621,54233,113.942,98.052,597.936,0.995,1.392,4.733,0.2474,0.3597,1.6858,0.4365,0.476,1.212,0.428,NORMAL,NORMAL,NORMAL,NO,LOW,8.5,65.64232,343.108647
MYVA,2007-05-14,2007.3648,54234,113.972,99.549,598.453,0.736,1.07,3.595,0.4382,0.3638,1.2801,0.5695,0.521,1.728,0.55,NORMAL,NORMAL,NORMAL,NO,LOW,8.4,65.64232,343.108647
MYVA,2007-05-15,2007.3676,54235,114.302,100.826,598.633,0.729,1.094,3.601,0.6964,0.7688,0.6018,1.0373,0.638,2.069,0.594,NORMAL,NORMAL,NORMAL,NO,LOW,10.1,65.64232,343.108647
MYVA,2007-05-16,2007.3703,54236,113.246,97.605,597.699,0.749,1.073,3.636,0.1494,0.117,-0.0672,0.1898,0.1,0.724,0.456,NORMAL,NORMAL,NORMAL,NO,LOW,1.7,65.64232,343.108647
MYVA,2007-05-17,2007.373,54237,115.921,99.047,599.348,0.865,1.301,4.359,0.2195,0.0265,-0.111,0.2211,1.322,1.206,0.722,NORMAL,NORMAL,NORMAL,NO,LOW,2.1,65.64232,343.108647
MYVA,2007-05-18,2007.3758,54238,116.435,99.091,601.535,0.988,1.464,5.156,0.3459,0.062,0.1169,0.3514,1.468,1.143,1.048,NORMAL,NORMAL,NORMAL,NO,LOW,3.2,65.64232,343.108647
MYVA,2007-05-19,2007.3785,54239,114.837,100.797,603.008,0.905,1.247,4.175,0.2359,0.1316,0.4785,0.2701,0.653,1.708,1.222,NORMAL,NORMAL,NORMAL,NO,LOW,3.6,65.64232,343.108647
MYVA,2007-05-20,2007.3812,54240,113.645,99.201,600.468,0.782,1.123,3.827,0.1348,0.1252,0.6054,0.184,0.107,1.002,0.729,NORMAL,NORMAL,NORMAL,NO,LOW,3.3,65.64232,343.108647
MYVA,2007-05-23,2007.3895,54243,115.357,102.755,606.257,2.856,3.936,11.208,0.1392,0.285,0.9752,0.3172,0.845,2.237,1.702,NORMAL,NORMAL,NORMAL,NO,LOW,5.5,65.64232,343.108647
MYVA,2007-05-24,2007.3922,54244,119.314,99.169,622.963,1.796,2.483,9.053,0.443,0.1943,2.5944,0.4837,2.625,0.779,4.207,NORMAL,NORMAL,ANOMALY,YES,MEDIUM,31.7,65.64232,343.108647
MYVA,2007-05-25,2007.3949,54245,112.287,100.894,601.994,1.282,1.698,5.921,0.0694,0.3932,1.902,0.3993,0.719,1.333,0.576,NORMAL,NORMAL,NORMAL,NO,LOW,8.9,65.64232,343.108647
MYVA,2007-05-26,2007.3977,54246,114.152,100.743,594.867,0.985,1.406,4.87,-0.214,0.2328,0.4355,0.3163,0.066,1.203,0.401,NORMAL,NORMAL,NORMAL,NO,LOW,3.8,65.64232,343.108647
MYVA,2007-05-27,2007.4004,54247,115.204,100.919,592.484,0.881,1.294,4.417,-0.1447,0.1669,-0.9855,0.2209,0.528,1.215,0.743,NORMAL,NORMAL,NORMAL,NO,LOW,4.7,65.64232,343.108647
MYVA,2007-05-28,2007.4031,54248,113.536,101.538,594.994,0.791,1.124,3.902,-0.1423,0.1127,-1.7995,0.1815,0.297,1.371,0.38,NORMAL,NORMAL,NORMAL,NO,LOW,6.9,65.64232,343.108647
MYVA,2007-05-29,2007.4059,54249,114.827,100.982,596.466,0.718,1.048,3.482,-0.1345,0.1367,-2.1773,0.1917,0.36,1.078,0.187,NORMAL,NORMAL,NORMAL,NO,LOW,8.1,65.64232,343.108647
MYVA,2007-05-30,2007.4086,54250,114.788,101.454,600.735,0.747,1.08,3.611,-0.2574,0.0246,-2.3157,0.2585,0.309,1.193,0.347,NORMAL,NORMAL,NORMAL,NO,LOW,9.0,65.64232,343.108647
MYVA,2007-05-31,2007.4114,54251,111.219,103.334,587.308,0.746,1.051,3.574,-0.5215,0.3963,-2.9592,0.655,1.543,1.829,1.5,NORMAL,NORMAL,NORMAL,NO,LOW,14.1,65.64232,343.108647
MYVA,2007-06-01,2007.4141,54252,111.921,105.353,601.886,0.814,1.188,3.974,-0.2046,0.5383,-0.1467,0.5759,1.074,2.449,0.615,NORMAL,NORMAL,NORMAL,NO,LOW,5.0,65.64232,343.108647
MYVA,2007-06-02,2007.4168,54253,114.979,102.88,595.438,0.768,1.148,3.795,-0.2097,0.5118,0.3835,0.5531,0.48,1.328,0.327,NORMAL,NORMAL,NORMAL,NO,LOW,5.6,65.64232,343.108647
MYVA,2007-06-03,2007.4196,54254,114.884,101.338,598.057,0.817,1.171,3.886,-0.087,0.2933,0.5246,0.3059,0.432,0.697,0.041,NORMAL,NORMAL,NORMAL,NO,LOW,4.0,65.64232,343.108647
MYVA,2007-06-04,2007.4223,54255,114.366,101.725,595.696,0.794,1.171,3.978,0.0877,0.1117,0.1376,0.1421,0.168,0.786,0.286,NORMAL,NORMAL,NORMAL,NO,LOW,1.5,65.64232,343.108647
MYVA,2007-06-05,2007.4251,54256,112.654,102.226,596.195,0.769,1.095,3.677,-0.0389,0.0191,-0.0154,0.0433,0.688,0.91,0.296,NORMAL,NORMAL,NORMAL,NO,LOW,0.4,65.64232,343.108647
MYVA,2007-06-06,2007.4278,54257,114.304,101.716,591.316,0.732,1.056,3.599,0.1313,-0.192,-0.4458,0.2326,0.216,0.709,1.004,NORMAL,NORMAL,NORMAL,NO,LOW,3.2,65.64232,343.108647
